worker_id,assignment_id,abs_scu_id,abs_sent_id_1,text_1_html,text_2_html,text_1,prev_text_sent_id_1,prev_text_1,abs_sent_id_2,text_2,prev_text_sent_id_2,prev_text_2,year,topic,source,source-doc_1,source-doc_2,source-data,key,alignments
Z2O,337RC3OW053WLKTGW65KIL54FTKVLQ,,MultiNews_val2~!~val2_parsed~!~46,A major snafu has <strong>hit</strong> benefit payments to student veterans under the GI Bill - and congressional aides <strong>tells</strong> NBC that they have been <strong>told</strong> the veterans are never <strong>going</strong> to be <strong>paid</strong> back .,"NBC News previously <strong>reported</strong> that some veterans were <strong>forced</strong> into desperate financial straits <strong>stemming</strong> from a change in <strong>calculating</strong> housing allowances under the Forever GI Bill , which President Donald Trump <strong>signed</strong> into law in July 2017 .",A major snafu has hit benefit payments to student veterans under the GI Bill-and congressional aides tells NBC that they have been told the veterans are never going to be paid back.,,------------------,MultiNews_val2~!~2_parsed.txt~!~56,"NBC News previously reported that some veterans were forced into desperate financial straits stemming from a change in calculating housing allowances under the Forever GI Bill, which President Donald Trump signed into law in July 2017.",,The aides asked not to be identified because they were not authorized to speak publicly.,,MultiNews_val2,sum-doc,,,gold-test,MultiNews_val2~!~2_parsed.txt~!~56~!~MultiNews_val2~!~val2_parsed~!~46,{}
ROG,3907X2AHF06DFEAC0OEGXXHDNAMP2E,,MultiNews_val2~!~val2_parsed~!~46,A major snafu has <strong>hit</strong> benefit payments to student veterans under the GI Bill - and congressional aides <strong>tells</strong> NBC that they have been <strong>told</strong> the veterans are never <strong>going</strong> to be <strong>paid</strong> back .,"NBC News previously <strong>reported</strong> that some veterans were <strong>forced</strong> into desperate financial straits <strong>stemming</strong> from a change in <strong>calculating</strong> housing allowances under the Forever GI Bill , which President Donald Trump <strong>signed</strong> into law in July 2017 .",A major snafu has hit benefit payments to student veterans under the GI Bill-and congressional aides tells NBC that they have been told the veterans are never going to be paid back.,,------------------,MultiNews_val2~!~2_parsed.txt~!~56,"NBC News previously reported that some veterans were forced into desperate financial straits stemming from a change in calculating housing allowances under the Forever GI Bill, which President Donald Trump signed into law in July 2017.",,The aides asked not to be identified because they were not authorized to speak publicly.,,MultiNews_val2,sum-doc,,,gold-test,MultiNews_val2~!~2_parsed.txt~!~56~!~MultiNews_val2~!~val2_parsed~!~46,{}
ROG,3PS7W85Z8Z3M7QOI2E2FCUQOIFIT98,,MultiNews_test24~!~test24_parsed~!~38,"Gold hunters in the area <strong>tell</strong> the Chico Enterprise - Record the floods <strong>have</strong> "" <strong>rearranged</strong> the rivers "" and "" <strong>move</strong> things around . ""","The recent floods <strong>have</strong> "" <strong>rearranged</strong> the rivers , "" he <strong>said</strong> , and he 'll <strong>spend</strong> more time <strong>stomping</strong> around .","Gold hunters in the area tell the Chico Enterprise-Record the floods have ""rearranged the rivers"" and ""move things around.""",,This winter's flooding in Northern California has done more than bring relief after years of drought; it's created the prospect of the best gold prospecting in 20 years.,MultiNews_test24~!~3_parsed.txt~!~40,"The recent floods have ""rearranged the rivers,"" he said, and he'll spend more time stomping around.",,"It's more difficult to find gold now that dredging is no longer allowed, he said.",,MultiNews_test24,sum-doc,,,gold-test,MultiNews_test24~!~3_parsed.txt~!~40~!~MultiNews_test24~!~test24_parsed~!~38,"[{'sent1': [['MultiNews_test24~!~test24_parsed~!~38~!~13~!~have~!~10043', 'What has? - the floods', 'have']], 'sent2': [['MultiNews_test24~!~3_parsed.txt~!~40~!~3~!~have~!~10041', 'What has something? - The recent floods', 'have']]}, {'sent1': [['MultiNews_test24~!~test24_parsed~!~38~!~13~!~have~!~10044', 'What does something have? - rearranged the rivers', 'have']], 'sent2': [['MultiNews_test24~!~3_parsed.txt~!~40~!~3~!~have~!~10042', 'What does something have? - rearranged the rivers', 'have']]}, {'sent1': [['MultiNews_test24~!~test24_parsed~!~38~!~15~!~rearranged~!~11102', 'What was rearranged? - the rivers', 'rearranged']], 'sent2': [['MultiNews_test24~!~3_parsed.txt~!~40~!~5~!~rearranged~!~9484', 'What did something rearrange? - the rivers', 'rearranged']]}, {'sent1': [['MultiNews_test24~!~test24_parsed~!~38~!~15~!~rearranged~!~11103', 'What rearranged something? - the Chico Enterprise - Record the floods', 'rearranged']], 'sent2': [['MultiNews_test24~!~3_parsed.txt~!~40~!~5~!~rearranged~!~9483', 'What rearranged something? - The recent floods', 'rearranged']]}, {'sent1': [['MultiNews_test24~!~test24_parsed~!~38~!~5~!~tell~!~8891', 'Who told someone something? - Gold hunters', 'tell']], 'sent2': [['MultiNews_test24~!~3_parsed.txt~!~40~!~11~!~said~!~16085', 'Who said something? - he', 'said']]}, {'sent1': [['MultiNews_test24~!~test24_parsed~!~38~!~5~!~tell~!~8892', 'What did someone tell someone? - the floods have "" rearranged the rivers "" and "" move things around . ""', 'tell']], 'sent2': [['MultiNews_test24~!~3_parsed.txt~!~40~!~11~!~said~!~8015', 'What did someone say? - The recent floods have "" rearranged the rivers , ""', 'said']]}]"
9RS,3SNVL38CI4TP255YKPYEDT405N1CK9,,MultiNews_test24~!~test24_parsed~!~38,"Gold hunters in the area <strong>tell</strong> the Chico Enterprise - Record the floods <strong>have</strong> "" <strong>rearranged</strong> the rivers "" and "" <strong>move</strong> things around . ""","The recent floods <strong>have</strong> "" <strong>rearranged</strong> the rivers , "" he <strong>said</strong> , and he 'll <strong>spend</strong> more time <strong>stomping</strong> around .","Gold hunters in the area tell the Chico Enterprise-Record the floods have ""rearranged the rivers"" and ""move things around.""",,This winter's flooding in Northern California has done more than bring relief after years of drought; it's created the prospect of the best gold prospecting in 20 years.,MultiNews_test24~!~3_parsed.txt~!~40,"The recent floods have ""rearranged the rivers,"" he said, and he'll spend more time stomping around.",,"It's more difficult to find gold now that dredging is no longer allowed, he said.",,MultiNews_test24,sum-doc,,,gold-test,MultiNews_test24~!~3_parsed.txt~!~40~!~MultiNews_test24~!~test24_parsed~!~38,"[{'sent1': [['MultiNews_test24~!~test24_parsed~!~38~!~15~!~rearranged~!~11102', 'What was rearranged? - the rivers', 'rearranged']], 'sent2': [['MultiNews_test24~!~3_parsed.txt~!~40~!~5~!~rearranged~!~9484', 'What did something rearrange? - the rivers', 'rearranged']]}, {'sent1': [['MultiNews_test24~!~test24_parsed~!~38~!~15~!~rearranged~!~11103', 'What rearranged something? - the Chico Enterprise - Record the floods', 'rearranged']], 'sent2': [['MultiNews_test24~!~3_parsed.txt~!~40~!~11~!~said~!~8015', 'What did someone say? - The recent floods have "" rearranged the rivers , ""', 'said']]}]"
9RS,3IXEICO792KZP7MK47Z3SKZMSI86TG,,val4399~!~0.txt~!~15014,Mayhew 's doomed trip to New York <strong>ended</strong> in a basement apartment in a two - family home on Dickens St. that <strong>doubled</strong> as the phony plastic surgeon 's office .,"Mayhew , <strong>pictured</strong> , and her mother <strong>drove</strong> up to New York City from Maryland so she could <strong>get</strong> the butt lift , police sources <strong>say</strong> .",Mayhew's doomed trip to New York ended in a basement apartment in a two-family home on Dickens St. that doubled as the phony plastic surgeon's office.,,------------------,val4399~!~0.txt~!~29041,"Mayhew, pictured, and her mother drove up to New York City from Maryland so she could get the butt lift, police sources say.",,Detectives were hunting for the unidentified suspect.,,val4399,doc-doc,,,silver-dev,val4399~!~0.txt~!~15014~!~val4399~!~0.txt~!~29041,{}
Z2O,3NPFYT4IZC583HKALU9MTEXHZN7GX9,,val4399~!~0.txt~!~15014,Mayhew 's doomed trip to New York <strong>ended</strong> in a basement apartment in a two - family home on Dickens St. that <strong>doubled</strong> as the phony plastic surgeon 's office .,"Mayhew , <strong>pictured</strong> , and her mother <strong>drove</strong> up to New York City from Maryland so she could <strong>get</strong> the butt lift , police sources <strong>say</strong> .",Mayhew's doomed trip to New York ended in a basement apartment in a two-family home on Dickens St. that doubled as the phony plastic surgeon's office.,,------------------,val4399~!~0.txt~!~29041,"Mayhew, pictured, and her mother drove up to New York City from Maryland so she could get the butt lift, police sources say.",,Detectives were hunting for the unidentified suspect.,,val4399,doc-doc,,,silver-dev,val4399~!~0.txt~!~15014~!~val4399~!~0.txt~!~29041,{}
9RS,3MD9PLUKKIF3I41B9GA2GJMP84IZNY,,val332~!~2.txt~!~43761,Eight people <strong>killed</strong> in Kandahar as thousands protest against a US pastor 's burning of the Quran last month .,"Pastor Terry Jones <strong>sparked</strong> international controversy last year when his Gainesville , Florida , church <strong>planned</strong> "" International Burn a Quran Day "" on the ninth anniversary of the September 11 , 2001 , attacks on the World Trade Center and the Pentagon .",Eight people killed in Kandahar as thousands protest against a US pastor's burning of the Quran last month.,,------------------,val332~!~1.txt~!~29615,"Pastor Terry Jones sparked international controversy last year when his Gainesville, Florida, church planned ""International Burn a Quran Day"" on the ninth anniversary of the September 11, 2001, attacks on the World Trade Center and the Pentagon.",,------------------,,val332,doc-doc,,,silver-dev,val332~!~1.txt~!~29615~!~val332~!~2.txt~!~43761,{}
JZO,3NLZY2D53PQ4GCXZA7BACY6WY5SLQH,,val332~!~2.txt~!~43761,Eight people <strong>killed</strong> in Kandahar as thousands protest against a US pastor 's burning of the Quran last month .,"Pastor Terry Jones <strong>sparked</strong> international controversy last year when his Gainesville , Florida , church <strong>planned</strong> "" International Burn a Quran Day "" on the ninth anniversary of the September 11 , 2001 , attacks on the World Trade Center and the Pentagon .",Eight people killed in Kandahar as thousands protest against a US pastor's burning of the Quran last month.,,------------------,val332~!~1.txt~!~29615,"Pastor Terry Jones sparked international controversy last year when his Gainesville, Florida, church planned ""International Burn a Quran Day"" on the ninth anniversary of the September 11, 2001, attacks on the World Trade Center and the Pentagon.",,------------------,,val332,doc-doc,,,silver-dev,val332~!~1.txt~!~29615~!~val332~!~2.txt~!~43761,{}
Z2O,3FTYUGLFSUMWPEQ9DYPJVA30TYGD5P,,MultiNews_train5~!~2_parsed.txt~!~5,Matthews <strong>faced</strong> Port Macquarie Local Court on Wednesday and <strong>entered</strong> a guilty plea to a charge of <strong>removing</strong> tissue from the body of another person without proper consent or authority .,<strong><strong>SHARE</strong></strong> <strong><strong>Share</strong></strong> on Facebook <strong><strong>SHARE</strong></strong> <strong><strong>Share</strong></strong> on Twitter TWEET Link A man has <strong>pleaded</strong> guilty after ' unauthorised ' surgery to <strong>remove</strong> another 's testicle .,Matthews faced Port Macquarie Local Court on Wednesday and entered a guilty plea to a charge of removing tissue from the body of another person without proper consent or authority.,,"A week later, the younger man showed up at hospital seeking help with a wound he had sustained during the illicit operation.",MultiNews_train5~!~1_parsed.txt~!~7,SHARE Share on Facebook SHARE Share on Twitter TWEET Link A man has pleaded guilty after 'unauthorised' surgery to remove another's testicle.,,"Allan George Matthews, 57, appeared in Port Macquarie Local Court on Wednesday morning for the first time since his arrest in Glen Innes, last month.",,MultiNews_train5,doc-doc,,,gold-dev,MultiNews_train5~!~1_parsed.txt~!~7~!~MultiNews_train5~!~2_parsed.txt~!~5,"[{'sent1': [['MultiNews_train5~!~2_parsed.txt~!~5~!~17~!~removing~!~12317', 'Who removed something from someone? - Matthews', 'removing']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~7~!~21~!~remove~!~7862', 'Who removed something? - A man', 'remove']]}, {'sent1': [['MultiNews_train5~!~2_parsed.txt~!~5~!~17~!~removing~!~12318', 'What did someone remove from someone? - tissue', 'removing']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~7~!~21~!~remove~!~7863', ""What did someone remove? - another 's testicle"", 'remove']]}, {'sent1': [['MultiNews_train5~!~2_parsed.txt~!~5~!~17~!~removing~!~12320', 'How did someone remove something from someone? - without proper consent or authority', 'removing']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~7~!~21~!~remove~!~7864', ""How did someone remove something? - unauthorised ' surgery"", 'remove']]}, {'sent1': [['MultiNews_train5~!~2_parsed.txt~!~5~!~9~!~entered~!~8992', 'Who entered something? - Matthews', 'entered'], ['MultiNews_train5~!~2_parsed.txt~!~5~!~9~!~entered~!~8993', 'What did someone enter? - a guilty plea', 'entered']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~7~!~13~!~pleaded~!~12356', 'Who has pleaded? - A man', 'pleaded']]}]"
ROG,3LRKMWOKB5I7TICINXCIOVJRX5W2Z7,,MultiNews_train5~!~2_parsed.txt~!~5,Matthews <strong>faced</strong> Port Macquarie Local Court on Wednesday and <strong>entered</strong> a guilty plea to a charge of <strong>removing</strong> tissue from the body of another person without proper consent or authority .,<strong><strong>SHARE</strong></strong> <strong><strong>Share</strong></strong> on Facebook <strong><strong>SHARE</strong></strong> <strong><strong>Share</strong></strong> on Twitter TWEET Link A man has <strong>pleaded</strong> guilty after ' unauthorised ' surgery to <strong>remove</strong> another 's testicle .,Matthews faced Port Macquarie Local Court on Wednesday and entered a guilty plea to a charge of removing tissue from the body of another person without proper consent or authority.,,"A week later, the younger man showed up at hospital seeking help with a wound he had sustained during the illicit operation.",MultiNews_train5~!~1_parsed.txt~!~7,SHARE Share on Facebook SHARE Share on Twitter TWEET Link A man has pleaded guilty after 'unauthorised' surgery to remove another's testicle.,,"Allan George Matthews, 57, appeared in Port Macquarie Local Court on Wednesday morning for the first time since his arrest in Glen Innes, last month.",,MultiNews_train5,doc-doc,,,gold-dev,MultiNews_train5~!~1_parsed.txt~!~7~!~MultiNews_train5~!~2_parsed.txt~!~5,"[{'sent1': [['MultiNews_train5~!~2_parsed.txt~!~5~!~9~!~entered~!~8992', 'Who entered something? - Matthews', 'entered'], ['MultiNews_train5~!~2_parsed.txt~!~5~!~9~!~entered~!~8993', 'What did someone enter? - a guilty plea', 'entered']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~7~!~13~!~pleaded~!~12356', 'Who has pleaded? - A man', 'pleaded']]}, {'sent1': [['MultiNews_train5~!~2_parsed.txt~!~5~!~17~!~removing~!~12317', 'Who removed something from someone? - Matthews', 'removing']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~7~!~21~!~remove~!~7862', 'Who removed something? - A man', 'remove']]}, {'sent1': [['MultiNews_train5~!~2_parsed.txt~!~5~!~17~!~removing~!~12318', 'What did someone remove from someone? - tissue', 'removing']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~7~!~21~!~remove~!~7863', ""What did someone remove? - another 's testicle"", 'remove']]}, {'sent1': [['MultiNews_train5~!~2_parsed.txt~!~5~!~17~!~removing~!~12320', 'How did someone remove something from someone? - without proper consent or authority', 'removing']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~7~!~21~!~remove~!~7864', ""How did someone remove something? - unauthorised ' surgery"", 'remove']]}]"
